url,data,preco,descricao,forma_pagamento,metragem,caracteristicas,pagina,cidade,bairro,endereco,tipo_imovel,processo_link,leiloeiro
https://www.sodresantoro.com.br/imoveis/lotes?page=1,31/07/2025,1.461.117,"Prédio com área construída de 150,00 m², localizado na Rua Carinás, n° 773, 24° Subdistrito de Indianópolis, São Paulo/SP, e respectivo terreno, designado sob o lote n° 284 da quadra n° 14-C, da Vila Helena, medindo 8,00 metros de frente, por 40,00 metros, da frente aos fundos, tendo nos fundos a mesma largura de frente, com área de 320,00 m², confrontando pelo lado direito, de quem da rua olha para o imóvel, com o prédio n° 795; pelo lado esquerdo, com o prédio n° 765, e pelos fundos com José Daniel de Camargo.Matrícula nº 23.434 do 14ª CRI da Capital/SPContribuinte municipal nº 045.250.0027-9Avaliação: R$ 2.189.000,00 (fevereiro/2023)Ônus/restrições: (i) Constam da matrícula do imóvel, em (Av.02), a penhora proferida nos autos nº 0003936-60.2013.8.26.0266, 1ª Vara Cível de Itanhaém/SP; em (Av. 03), a penhora proferida nos autos da ação nº 0001018-93.2007.8.26.0266/0001, 3ª Vara Cível de Itanhaém/SP; (ii) Em consulta ao sítio eletrônico da Prefeitura Municipal da Capital, foram localizados débitos de IPTU sobre o imóvel, no valor aproximado de R$ 116.732,28 (maio/2025).",O pagamento desse lote será feito por meio de uma guia de depósito judicial e a comissão do leiloeiro deverá ser depositada em conta corrente a ser informada. Toda a instrução de pagamento será enviada ao e-mail cadastrado do vencedor.,n/a,n/a,1,Cidade:SÃO PAULO / SP,Bairro:INDIANÓPOLIS,"Endereço:RUA CARINÁS, N° 773, LOTE N° 284 DA QUADRA N° 14-C",Tipo:Prédio,https://encurtador.com.br/2t0MO,Nome do Leiloeiro / JUCESP:Carolina Lauro Sodre Santoro / 758
https://www.sodresantoro.com.br/imoveis/lotes?page=1,31/07/2025,482.638,"Direitos sobre lote de terreno com área de 300,00 m², sem edificação, sob o nº 16 da quadra n° 13 do Loteamento Arujá 5, situado no perímetro de Arujá/SP, da Comarca de Santa Isabel/SP, com as seguintes medidas e confrontações: mede 12,00 metros de frente para Rua Amazonita; mede 25,00 metros da frente aos fundos pelo lado direito onde confronta com o lote n° 17; mede 25,00 metros da frente aos fundos pelo lado esquerdo, onde confronta com o lote n° 19, todos da mesma quadra.Matrícula nº 26.809, do CRI de Santa Isabel/SPContribuinte municipal nº SE-11-09-13-22-2Avaliação: R$ 739.843,87 (junho/2023)Ônus/restrições: (i) Constam da matrícula do imóvel, em (Av.04), restrições urbanísticas que proíbem, entre outros, o desmembramento e construção de mais de uma residência por lote; em (Av.06), a indisponibilidade decretada nos autos n° 0025599-97.2000.4.03.6182 da 3ª Vara de Execuções Fiscais de São Paulo/SP; em (Av.07), a indisponibilidade decretada nos autos n° 0165800-52.1999.5.02.0302, --- Vara do Trabalho de São Paulo/SP; (ii) O débito executado nos presente autos alcança o montante de R$ 1.339.579,39 (janeiro/2025); (iii) Referidos direitos decorrem de Instrumento Particular de Compromisso de Venda e Compra de Lote de Terreno, firmado entre a compromissária vendedora Ricci e Associados Engenharia e Comércio Ltda. com Wilson José Godinho Costa e sua esposa Elaine Ikier Gonçalves Costa. O débito atualizado de condomínio, conforme informação fornecida pela administradora em junho de 2025, no valor total de R$ 1.427.241,03.",O pagamento desse lote será feito por meio de uma guia de depósito judicial e a comissão do leiloeiro deverá ser depositada em conta corrente a ser informada. Toda a instrução de pagamento será enviada ao e-mail cadastrado do vencedor.,n/a,n/a,1,Cidade:ARUJÁ / SP,Bairro:JD. FAZENDA RINCAO,"Endereço:(LOTEAMENTO ARUJÁ 5) RUA AMAZONITA, LOTE Nº 16, QUADRA Nº13",Tipo:Direitos sobre lote de terreno,https://encurtador.com.br/cIGhD,Nome do Leiloeiro / JUCESP:Luiz Fernando de Abreu Sodre Santoro / 192
https://www.sodresantoro.com.br/imoveis/lotes?page=1,05/08/2025 11:00,482.400,"Rio de Janeiro/RJ.  Bairro Centro. 6º Pavimento do Edifício Montreal, composto de 5 salões, situado na Avenida Presidente Vargas nº 509, com área útil 396,28m², melhor descrito e caracterizado na Matrícula sob nº 20380 do 2º Ofício do Registro de Imóveis da Comarca do Rio de Janeiro/RJ. DESOCUPADO. Obs.1: O imóvel está sendo leiloado no estado em que se encontra, tanto em termos físicos quanto em termos documentais, cabendo exclusivamente ao comprador se informar antecipadamente sobre tais estados e efetuar seus lances considerando possíveis regularizações posteriores ao leilão. Obs.2: Os débitos de IPTU, encargos e Condomínio vincendas (parcelas a vencer), deverão ser apurados e pagos pelo arrematante, sem direito a reembolso, a partir da data do leilão. Visitas deverão ser previamente agendadas no Setor de Imóveis com o Emerson, pelo telefone: (11) 2464- 6460 ou por meio do e-mail af@sodresantoro.com.br.",O pagamento desse lote será feito por meio de transferência bancária e a comissão do leiloeiro deverá ser depositada em conta corrente a ser informada.,n/a,n/a,1,Cidade:RIO DE JANEIRO / RJ,Bairro:CENTRO,"Endereço:AV. PRESIDENTE VARGAS, N° 509 - 6° PAVIMENTO -  ED. MONTREAL",Tipo:Sala comercial,n/a,Nome do Leiloeiro / JUCESP:Flavio Cunha Sodre Santoro / 581
https://www.sodresantoro.com.br/imoveis/lotes?page=1,05/08/2025 11:02,482.400,"Rio de Janeiro/RJ.  Bairro Centro. 7º Pavimento do Edifício Montreal, composto de 5 salões, situado na Avenida Presidente Vargas nº 509, com área útil 396,28m², melhor descrito e caracterizado na Matrícula sob nº 20660 do 2º Ofício do Registro de Imóveis da Comarca do Rio de Janeiro/RJ. DESOCUPADO.  Obs.1: O imóvel está sendo leiloado no estado em que se encontra, tanto em termos físicos quanto em termos documentais, cabendo exclusivamente ao comprador se informar antecipadamente sobre tais estados e efetuar seus lances considerando possíveis regularizações posteriores ao leilão. Obs.2: Os débitos de IPTU, encargos e Condomínio vincendas (parcelas a vencer), deverão ser apurados e pagos pelo arrematante, sem direito a reembolso, a partir da data do leilão. Visitas deverão ser previamente agendadas no Setor de Imóveis com o Emerson, pelo telefone: (11) 2464- 6460 ou por meio do e-mail af@sodresantoro.com.br.",O pagamento desse lote será feito por meio de transferência bancária e a comissão do leiloeiro deverá ser depositada em conta corrente a ser informada.,n/a,n/a,1,Cidade:RIO DE JANEIROR / RJ,Bairro:CENTRO,"Endereço:AV. PRESIDENTE VARGAS, 509",Tipo:Sala comercial,n/a,Nome do Leiloeiro / JUCESP:Flavio Cunha Sodre Santoro / 581
https://www.sodresantoro.com.br/imoveis/lotes?page=1,05/08/2025 11:04,482.400,"Rio de Janeiro/RJ.  Bairro Centro. 9º Pavimento do Edifício Montreal, constituído de 5 salões, situado na Avenida Presidente Vargas nº 509, com área útil 396,28m² melhor descrito e caracterizado na Matrícula sob nº 20379 do 2º Ofício do Registro de Imóveis da Comarca do Rio de Janeiro/RJ. DESOCUPADO. Obs.1: O imóvel está sendo leiloado no estado em que se encontra, tanto em termos físicos quanto em termos documentais, cabendo exclusivamente ao comprador se informar antecipadamente sobre tais estados e efetuar seus lances considerando possíveis regularizações posteriores ao leilão. Obs.2: Os débitos de IPTU, encargos e Condomínio vincendas (parcelas a vencer), deverão ser apurados e pagos pelo arrematante, sem direito a reembolso, a partir da data do leilão. Visitas deverão ser previamente agendadas no Setor de Imóveis com o Emerson, pelo telefone: (11) 2464- 6460 ou por meio do e-mail af@sodresantoro.com.br.",O pagamento desse lote será feito por meio de transferência bancária e a comissão do leiloeiro deverá ser depositada em conta corrente a ser informada.,n/a,n/a,1,Cidade:RIO DE JANEIRO / RJ,Bairro:CENTRO,"Endereço:AV. PRESIDENTE VARGAS, 509",Tipo:Sala comercial,n/a,Nome do Leiloeiro / JUCESP:Flavio Cunha Sodre Santoro / 581
https://www.sodresantoro.com.br/imoveis/lotes?page=1,05/08/2025 11:06,200.000,"Rio de Janeiro/RJ.  Bairro Centro. Sobreloja n° 204 do Edifício Inconfidentes, com área útil 128,00m², situado na Avenida Graça Aranha nº 19, melhor descrito e caracterizado na Matrícula sob nº 12925-2-AC do 7º Ofício do Registro de Imóveis da Comarca do Rio de Janeiro/RJ. DESOCUPADO. Obs.1: O imóvel está sendo leiloado no estado em que se encontra, tanto em termos físicos quanto em termos documentais, cabendo exclusivamente ao comprador se informar antecipadamente sobre tais estados e efetuar seus lances considerando possíveis regularizações posteriores ao leilão. Obs.2: Os débitos de IPTU, encargos e Condomínio vincendas (parcelas a vencer), deverão ser apurados e pagos pelo arrematante, sem direito a reembolso, a partir da data do leilão. Visitas deverão ser previamente agendadas no Setor de Imóveis com o Emerson, pelo telefone: (11) 2464- 6460 ou por meio do e-mail af@sodresantoro.com.br.",O pagamento desse lote será feito por meio de transferência bancária e a comissão do leiloeiro deverá ser depositada em conta corrente a ser informada.,n/a,n/a,1,Cidade:RIO DE JANEIRO / RJ,Bairro:CENTRO,"Endereço:AV. GRAÇA ARANHA, 19",Tipo:Sobreloja,n/a,Nome do Leiloeiro / JUCESP:Flavio Cunha Sodre Santoro / 581
https://www.sodresantoro.com.br/imoveis/lotes?page=1,05/08/2025 11:08,144.000,"Rio de Janeiro/RJ.  Bairro Centro. Sala Comercial n° 401 do Edifício Inconfidentes, situado na Avenida Graça Aranha nº 19, com área útil 92,00m², melhor descrito e caracterizado na Matrícula sob nº 12926-2-AD do 7º Ofício do Registro de Imóveis da Comarca do Rio de Janeiro/RJ. DESOCUPADO. Obs.1: O imóvel está sendo leiloado no estado em que se encontra, tanto em termos físicos quanto em termos documentais, cabendo exclusivamente ao comprador se informar antecipadamente sobre tais estados e efetuar seus lances considerando possíveis regularizações posteriores ao leilão. Obs.2: Os débitos de IPTU, encarogos e Condomínio vincendas (parcelas a vencer), deverão ser apurados e pagos pelo arrematante, sem direito a reembolso, a partir da data do leilão. Visitas deverão ser previamente agendadas no Setor de Imóveis com o Emerson, pelo telefone: (11) 2464- 6460 ou por meio do e-mail af@sodresantoro.com.br.",O pagamento desse lote será feito por meio de transferência bancária e a comissão do leiloeiro deverá ser depositada em conta corrente a ser informada.,n/a,n/a,1,Cidade:RIO DE JANEIRO / RJ,Bairro:CENTRO,"Endereço:AV. GRAÇA ARANHA, 19",Tipo:Sala comercial,n/a,Nome do Leiloeiro / JUCESP:Flavio Cunha Sodre Santoro / 581
https://www.sodresantoro.com.br/imoveis/lotes?page=1,05/08/2025 11:10,164.800,"Rio de Janeiro/RJ.  Bairro Centro. Sala Comercial n° 403 do Edifício Inconfidentes, situado na Avenida Graça Aranha nº 19, com área útil 103,00m², melhor descrito e caracterizado na Matrícula sob nº 12927-2-AE do 7º Ofício do Registro de Imóveis da Comarca do Rio de Janeiro/RJ. LOCADO. Obs.1: O imóvel está sendo leiloado no estado em que se encontra, tanto em termos físicos quanto em termos documentais, cabendo exclusivamente ao comprador se informar antecipadamente sobre tais estados e efetuar seus lances considerando possíveis regularizações posteriores ao leilão. Obs.2: Os débitos de IPTU, encargos e Condomínio vincendas (parcelas a vencer), deverão ser apurados e pagos pelo arrematante, sem direito a reembolso, a partir da data do leilão. Obs. 3: Imóvel locado com contrato não residencial celebrado com 01 empresa , que realiza o pagamento de forma integral ao Vendedor, valor aproximado do aluguel de R$1.500,00 (um mil e quinhentos reais) mensal, com renovação automática, caso nenhuma parte se oponha. Visitas deverão ser previamente agendadas no Setor de Imóveis com o Emerson, pelo telefone: (11) 2464- 6460 ou por meio do e-mail af@sodresantoro.com.br.",O pagamento desse lote será feito por meio de transferência bancária e a comissão do leiloeiro deverá ser depositada em conta corrente a ser informada.,n/a,n/a,1,Cidade:RIO DE JANEIRO / RJ,Bairro:CENTRO,"Endereço:AVENIDA GRAÇA ARANHA, 19",Tipo:Sala comercial,n/a,Nome do Leiloeiro / JUCESP:Flavio Cunha Sodre Santoro / 581
https://www.sodresantoro.com.br/imoveis/lotes?page=1,05/08/2025 11:12,360.000,"Rio de Janeiro/RJ.  Bairro Centro. Sala nº 312 do Edifício Guinle, situado na Avenida Rio Branco nº 135, com área útil 90,00m², melhor descrito e caracterizado na Matrícula sob nº 15362-2-Z do 7º Ofício do Registro de Imóveis da Comarca do Rio de Janeiro/RJ. Rio de Janeiro/RJ.  Bairro Centro. Sala nº 313 do Edifício Guinle, situado na Avenida Rio Branco nº 135, com área útil 37,00m², melhor descrito e caracterizado na Matrícula sob nº 15363-2-AA do 7º Ofício do Registro de Imóveis da Comarca do Rio de Janeiro/RJ. Rio de Janeiro/RJ.  Bairro Centro. Sala nº 314 do Edifício Guinle, situado na Avenida Rio Branco nº 135, com área útil 37,00, melhor descrito e caracterizado na Matrícula sob nº 15364-2-AB do 7º Ofício do Registro de Imóveis da Comarca do Rio de Janeiro/RJ. Rio de Janeiro/RJ.  Bairro Centro. Sala nº 315 do Edifício Guinle, situado na Avenida Rio Branco nº 135, com área útil 37,00, melhor descrito e caracterizado na Matrícula sob nº 15365-2-AC do 7º Ofício do Registro de Imóveis da Comarca do Rio de Janeiro/RJ. Rio de Janeiro/RJ.  Bairro Centro. Sala nº 316 do Edifício Guinle, situado na Avenida Rio Branco nº 135, com área útil 37,00, melhor descrito e caracterizado na Matrícula sob nº 15366-2-AC do 7º Ofício do Registro de Imóveis da Comarca do Rio de Janeiro/RJ. Rio de Janeiro/RJ.  Bairro Centro. Sala nº 317 do Edifício Guinle, situado na Avenida Rio Branco nº 135, com área útil 37,00, melhor descrito e caracterizado na Matrícula sob nº 15367-2-AE do 7º Ofício do Registro de Imóveis da Comarca do Rio de Janeiro/RJ. Rio de Janeiro/RJ.  Bairro Centro. Sala nº 318 do Edifício Guinle, situado na Avenida Rio Branco nº 135, com área útil 37,00, melhor descrito e caracterizado na Matrícula sob nº 15368-2-AF do 7º Ofício do Registro de Imóveis da Comarca do Rio de Janeiro/RJ. Rio de Janeiro/RJ.  Bairro Centro. Sala nº 319 do Edifício Guinle, situado na Avenida Rio Branco nº 135, com área útil 37,00, melhor descrito e caracterizado na Matrícula sob nº 15369-2-AG do 7º Ofício do Registro de Imóveis da Comarca do Rio de Janeiro/RJ.  DESOCUPADO. Obs.1: O imóvel está sendo leiloado no estado em que se encontra, tanto em termos físicos quanto em termos documentais, cabendo exclusivamente ao comprador se informar antecipadamente sobre tais estados e efetuar seus lances considerando possíveis regularizações posteriores ao leilão. Obs.2: Os débitos de IPTU, encargos e Condomínio vincendas (parcelas a vencer), deverão ser apurados e pagos pelo arrematante, sem direito a reembolso, a partir da data do leilão. Visitas deverão ser previamente agendadas no Setor de Imóveis com o Emerson, pelo telefone: (11) 2464- 6460 ou por meio do e-mail af@sodresantoro.com.br.",O pagamento desse lote será feito por meio de transferência bancária e a comissão do leiloeiro deverá ser depositada em conta corrente a ser informada.,n/a,n/a,1,Cidade:RIO DE JANEIRO / RJ,Bairro:CENTRO,"Endereço:AVENIDA RIO BRANCO, N° 135 - ED. GUINLE",Tipo:Salas comerciais,n/a,Nome do Leiloeiro / JUCESP:Flavio Cunha Sodre Santoro / 581
https://www.sodresantoro.com.br/imoveis/lotes?page=1,06/08/2025 11:00,396.618,"Lote 01 - Apartamento n° 03, localizado no andar térreo do (Edifício Três Reginas), situado na Rua Itaipú, n° 255, no 21º Subdistrito da Saúde, São Paulo/SP, com as seguintes medidas: área útil de 51,150 m²; área comum de 21,482 m² e área total de 72,632 m²; correspondendo-lhe a fração ideal de 2,501% no terreno, e cabendo-lhe o direito ao uso de uma vaga de garagem localizada no subsolo do edifício, em local indeterminado e sujeito a manobrista.Matrícula nº 209.980, do 14º CRI da Capital/SPContribuinte municipal nº 045.142.0093-1Avaliação: R$ 391.000,00 (março/2025)",O pagamento desse lote será feito por meio de uma guia de depósito judicial e a comissão do leiloeiro deverá ser depositada em conta corrente a ser informada. Toda a instrução de pagamento será enviada ao e-mail cadastrado do vencedor.,n/a,n/a,1,Cidade:SÃO PAULO / SP,Bairro:MIRANDÓPOLIS,"Endereço:RUA ITAIPÚ, N° 255",Tipo:Apartamento,https://encurtador.com.br/bL7i8,Nome do Leiloeiro / JUCESP:Carolina Lauro Sodre Santoro / 758
