tipo_imovel,endereco,Link,rotulo,Valor (R$),Data,ocupado,Matrícula,Link do Processo,leiloeiro,Visitação,Formas de Pagamento,Direito de Preferência,Descrição do imóvel,Observações Gerais,Observações Adicionais,Status de Ocupação,Direitos do Compromissário,Andar,Detalhes dos Direitos,Link Saiba Mais,Link do Processo Judicial,Metragem construída,Metragem privativa,Metragem terreno,Metragem total,Metragem útil,Quartos,Status Leilão,Total_Fotos,Vagas
N/A,"Itatiba / SP - Loteamento Residencial Ventura Rua Emerenciana Reis Junqueira,  s/nº",https://www.portalzuk.com.br/imovel/sp/itatiba/loteamento-residencial-ventura/rua-emerenciana-reis-junqueira-s-nº/33583-206034,2º leilão,185437.3240,08/08/2025 às 16:00,Este imóvel encontra-se ocupado no momento.,"71.022 do 1º CRI -  Itatiba/SP
                                      -  Nº Contribuinte: 234624367021350002100000",,Erro de requisição,N/A,,,N/A,"1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos de IPTU/Taxas Associativas, e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante.Taxas Associativas: R$ 42.406,64 (02/2025, fls.150/151).Débitos IPTU/Pref.: Informação Pendente2) Eventual necessidade de regularização documental/construção junto aos órgãos competentes será de responsabilidade do Arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante.","1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos de IPTU/Taxas Associativas, e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante.Taxas Associativas: R$ 42.406,64 (02/2025, fls.150/151).Débitos IPTU/Pref.: Informação Pendente2) Eventual necessidade de regularização documental/construção junto aos órgãos competentes será de responsabilidade do Arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante.",,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,,,"1.189,81m²",,,,Imóvel ocupado,0,
N/A,"Itatiba / SP - Moenda Rua Olivio Alves Ferreira,  s/nº",https://www.portalzuk.com.br/imovel/sp/itatiba/moenda/rua-olivio-alves-ferreira-s-nº/33578-206007,1º leilão,239329.03,18/07/2025 às 16:00,Este imóvel encontra-se ocupado no momento.,"70.985 do 1º CRI -  Itatiba/SP
                                      -  Nº Contribuinte: 234624367021350002100000",,Judicial de São Paulo - TJSP,N/A,,,N/A,"1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos de IPTU/Taxas Associativas, e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante.Taxas Associativas: R$ 32.052,78 (07/2024, fls. 31).Débitos IPTU/Pref.: R$ 94.462,84 (até 29/05/2025, conforme pesquisa no site).2) Eventual necessidade de regularização documental/construção junto aos órgãos competentes será de responsabilidade do Arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante.","1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos de IPTU/Taxas Associativas, e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante.Taxas Associativas: R$ 32.052,78 (07/2024, fls. 31).Débitos IPTU/Pref.: R$ 94.462,84 (até 29/05/2025, conforme pesquisa no site).2) Eventual necessidade de regularização documental/construção junto aos órgãos competentes será de responsabilidade do Arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante.",,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,,,"1.125,00m²",,,,Imóvel ocupado,0,
N/A,"Itatiba / SP - Moenda Rua Olivio Alves Ferreira,  s/nº",https://www.portalzuk.com.br/imovel/sp/itatiba/moenda/rua-olivio-alves-ferreira-s-nº/33578-206007,2º leilão,143597.4240,08/08/2025 às 16:00,Este imóvel encontra-se ocupado no momento.,"70.985 do 1º CRI -  Itatiba/SP
                                      -  Nº Contribuinte: 234624367021350002100000",,Judicial de São Paulo - TJSP,N/A,,,N/A,"1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos de IPTU/Taxas Associativas, e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante.Taxas Associativas: R$ 32.052,78 (07/2024, fls. 31).Débitos IPTU/Pref.: R$ 94.462,84 (até 29/05/2025, conforme pesquisa no site).2) Eventual necessidade de regularização documental/construção junto aos órgãos competentes será de responsabilidade do Arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante.","1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos de IPTU/Taxas Associativas, e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante.Taxas Associativas: R$ 32.052,78 (07/2024, fls. 31).Débitos IPTU/Pref.: R$ 94.462,84 (até 29/05/2025, conforme pesquisa no site).2) Eventual necessidade de regularização documental/construção junto aos órgãos competentes será de responsabilidade do Arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante.",,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,,,"1.125,00m²",,,,Imóvel ocupado,0,
N/A,"Itatiba / SP - Moenda Rua Egidio Evangelista,  s/nº",https://www.portalzuk.com.br/imovel/sp/itatiba/moenda/rua-egidio-evangelista-s-nº/33580-206031,1º leilão,291800.71,18/07/2025 às 16:00,Este imóvel encontra-se ocupado no momento.,"71.012 do 1º CRI -  Itatiba/SP
                                      -  Nº Contribuinte: 234624367021350002100000",,Erro de requisição,N/A,,,N/A,"1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos de IPTU/Taxas Associativas, e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante.Taxas Associativas: R$ 31.838,48 (08/2024 - fls. 28-30).Débitos IPTU/Pref.: Informação Pendente2) Eventual necessidade de regularização documental/construção junto aos órgãos competentes será de responsabilidade do Arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante.","1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos de IPTU/Taxas Associativas, e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante.Taxas Associativas: R$ 31.838,48 (08/2024 - fls. 28-30).Débitos IPTU/Pref.: Informação Pendente2) Eventual necessidade de regularização documental/construção junto aos órgãos competentes será de responsabilidade do Arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante.",,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,,,"1.643,28m²",,,,Imóvel ocupado,0,
N/A,"Itatiba / SP - Moenda Rua Egidio Evangelista,  s/nº",https://www.portalzuk.com.br/imovel/sp/itatiba/moenda/rua-egidio-evangelista-s-nº/33580-206031,2º leilão,175080.4340,08/08/2025 às 16:00,Este imóvel encontra-se ocupado no momento.,"71.012 do 1º CRI -  Itatiba/SP
                                      -  Nº Contribuinte: 234624367021350002100000",,Erro de requisição,N/A,,,N/A,"1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos de IPTU/Taxas Associativas, e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante.Taxas Associativas: R$ 31.838,48 (08/2024 - fls. 28-30).Débitos IPTU/Pref.: Informação Pendente2) Eventual necessidade de regularização documental/construção junto aos órgãos competentes será de responsabilidade do Arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante.","1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos de IPTU/Taxas Associativas, e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante.Taxas Associativas: R$ 31.838,48 (08/2024 - fls. 28-30).Débitos IPTU/Pref.: Informação Pendente2) Eventual necessidade de regularização documental/construção junto aos órgãos competentes será de responsabilidade do Arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante.",,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,,,"1.643,28m²",,,,Imóvel ocupado,0,
N/A,"Itatiba / SP - Vivendas do Engenho D'Água Rua Braulio Augusto Bianco,  s/nº",https://www.portalzuk.com.br/imovel/sp/itatiba/vivendas-do-engenho-d'agua/rua-braulio-augusto-bianco-s-nº/33588-206195,1º leilão,154558.59,18/07/2025 às 16:00,Este imóvel encontra-se ocupado no momento.,10.449 do 1º CRI -  Itatiba/SP,,Erro de requisição,N/A,,,N/A,"Fls. 45/51 Consta o bloqueio do bem na ação civil pública nº 0005010-12.2010.8.26.0281.1) Eventuais débitos de IPTU/ITR foro e laudêmio, quando for o caso e demais taxas e impostos até a data da praça serão pagos com o produto da venda, mediante apresentação de extrato pelo arrematante ao MM. Juízo da causa (Art. 130, parágrafo único do CTN). Constam Débitos de dívida ativa no valor de R$ 14.054,11 até 11/03/2025, fls. 479/482.2) Eventual necessidade de regularização documental/construção junto aos órgãos competentes será de responsabilidade do Arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante","Fls. 45/51 Consta o bloqueio do bem na ação civil pública nº 0005010-12.2010.8.26.0281.1) Eventuais débitos de IPTU/ITR foro e laudêmio, quando for o caso e demais taxas e impostos até a data da praça serão pagos com o produto da venda, mediante apresentação de extrato pelo arrematante ao MM. Juízo da causa (Art. 130, parágrafo único do CTN). Constam Débitos de dívida ativa no valor de R$ 14.054,11 até 11/03/2025, fls. 479/482.2) Eventual necessidade de regularização documental/construção junto aos órgãos competentes será de responsabilidade do Arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante",,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,,,"1.000,09m²",,,,Imóvel ocupado,0,
N/A,"Itatiba / SP - Vivendas do Engenho D'Água Rua Braulio Augusto Bianco,  s/nº",https://www.portalzuk.com.br/imovel/sp/itatiba/vivendas-do-engenho-d'agua/rua-braulio-augusto-bianco-s-nº/33588-206195,2º leilão,92735.1540,08/08/2025 às 16:00,Este imóvel encontra-se ocupado no momento.,10.449 do 1º CRI -  Itatiba/SP,,Erro de requisição,N/A,,,N/A,"Fls. 45/51 Consta o bloqueio do bem na ação civil pública nº 0005010-12.2010.8.26.0281.1) Eventuais débitos de IPTU/ITR foro e laudêmio, quando for o caso e demais taxas e impostos até a data da praça serão pagos com o produto da venda, mediante apresentação de extrato pelo arrematante ao MM. Juízo da causa (Art. 130, parágrafo único do CTN). Constam Débitos de dívida ativa no valor de R$ 14.054,11 até 11/03/2025, fls. 479/482.2) Eventual necessidade de regularização documental/construção junto aos órgãos competentes será de responsabilidade do Arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante","Fls. 45/51 Consta o bloqueio do bem na ação civil pública nº 0005010-12.2010.8.26.0281.1) Eventuais débitos de IPTU/ITR foro e laudêmio, quando for o caso e demais taxas e impostos até a data da praça serão pagos com o produto da venda, mediante apresentação de extrato pelo arrematante ao MM. Juízo da causa (Art. 130, parágrafo único do CTN). Constam Débitos de dívida ativa no valor de R$ 14.054,11 até 11/03/2025, fls. 479/482.2) Eventual necessidade de regularização documental/construção junto aos órgãos competentes será de responsabilidade do Arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante",,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,,,"1.000,09m²",,,,Imóvel ocupado,0,
N/A,"Catalão / GO - Alto da Boa Vista Ii Rua D,  290",https://www.portalzuk.com.br/imovel/go/catalao/alto-da-boa-vista-ii/rua-d-290/33478-205176,Lance inicial,990000.0012,21/07/2025 às 10:00,Este imóvel encontra-se ocupado no momento.,40.871 do 1º CRI -  Catalão/GO,,Erro de requisição,N/A,,,N/A,(I) Consta ação nº 5150192-67.2025.8.09.0029. (II) Imóvel ocupado. Desocupação por conta do adquirente.,(I) Consta ação nº 5150192-67.2025.8.09.0029. (II) Imóvel ocupado. Desocupação por conta do adquirente.,,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/banco-sicoob,"227,35m²",,"360,00m²",,,,Imóvel ocupado,0,
N/A,"São Paulo / SP - Vila Dom Pedro I Rua Salvador Simões,  1043",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-dom-pedro-i/rua-salvador-simoes-1043/33110-202308,1º leilão,498174.03,30/06/2025 às 10:00,Este imóvel encontra-se ocupado no momento.,"75.252 do 6º CRI -  São Paulo/SP
                                      -  Nº Contribuinte: 04310200095",,Judicial de São Paulo - TJSP,N/A,,,N/A,"Conforme artigo 843 do CPC, tratando-se de penhora de bem indivisível, o equivalente à quota-parte do coproprietário ou do cônjuge alheio à execução recairá sobre o produto da alienação do bem. Reservada ao coproprietário ou ao cônjuge não executado a preferência na arrematação do bem em igualdade de condições.1) Eventuais Débitos de IPTU/ITR que recaiam sobre o Imóvel serão atualizados e quitados com o produto da venda, mediante solicitação expressa do Arrematante ao MM Juízo da Causa. OBS: Conforme consulta ao Site da Prefeitura em 04/04/2025 sobre o Imóvel recaem R$ 535,60 de IPTU/DÍVIDA ATIVA.2) Eventual necessidade de regularização documental/construção junto aos órgãos competentes será de responsabilidade do Arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante.","Conforme artigo 843 do CPC, tratando-se de penhora de bem indivisível, o equivalente à quota-parte do coproprietário ou do cônjuge alheio à execução recairá sobre o produto da alienação do bem. Reservada ao coproprietário ou ao cônjuge não executado a preferência na arrematação do bem em igualdade de condições.1) Eventuais Débitos de IPTU/ITR que recaiam sobre o Imóvel serão atualizados e quitados com o produto da venda, mediante solicitação expressa do Arrematante ao MM Juízo da Causa. OBS: Conforme consulta ao Site da Prefeitura em 04/04/2025 sobre o Imóvel recaem R$ 535,60 de IPTU/DÍVIDA ATIVA.2) Eventual necessidade de regularização documental/construção junto aos órgãos competentes será de responsabilidade do Arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante.",,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,"100,00m²",,"142,10m²",,,,Imóvel ocupado,0,
N/A,"São Paulo / SP - Vila Dom Pedro I Rua Salvador Simões,  1043",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-dom-pedro-i/rua-salvador-simoes-1043/33110-202308,2º leilão,449522.3610,21/07/2025 às 10:00,Este imóvel encontra-se ocupado no momento.,"75.252 do 6º CRI -  São Paulo/SP
                                      -  Nº Contribuinte: 04310200095",,Judicial de São Paulo - TJSP,N/A,,,N/A,"Conforme artigo 843 do CPC, tratando-se de penhora de bem indivisível, o equivalente à quota-parte do coproprietário ou do cônjuge alheio à execução recairá sobre o produto da alienação do bem. Reservada ao coproprietário ou ao cônjuge não executado a preferência na arrematação do bem em igualdade de condições.1) Eventuais Débitos de IPTU/ITR que recaiam sobre o Imóvel serão atualizados e quitados com o produto da venda, mediante solicitação expressa do Arrematante ao MM Juízo da Causa. OBS: Conforme consulta ao Site da Prefeitura em 04/04/2025 sobre o Imóvel recaem R$ 535,60 de IPTU/DÍVIDA ATIVA.2) Eventual necessidade de regularização documental/construção junto aos órgãos competentes será de responsabilidade do Arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante.","Conforme artigo 843 do CPC, tratando-se de penhora de bem indivisível, o equivalente à quota-parte do coproprietário ou do cônjuge alheio à execução recairá sobre o produto da alienação do bem. Reservada ao coproprietário ou ao cônjuge não executado a preferência na arrematação do bem em igualdade de condições.1) Eventuais Débitos de IPTU/ITR que recaiam sobre o Imóvel serão atualizados e quitados com o produto da venda, mediante solicitação expressa do Arrematante ao MM Juízo da Causa. OBS: Conforme consulta ao Site da Prefeitura em 04/04/2025 sobre o Imóvel recaem R$ 535,60 de IPTU/DÍVIDA ATIVA.2) Eventual necessidade de regularização documental/construção junto aos órgãos competentes será de responsabilidade do Arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante.",,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,"100,00m²",,"142,10m²",,,,Imóvel ocupado,0,
N/A,"Osasco / SP - Presidente Altino Rua Maria Carmem Panica,  259/267",https://www.portalzuk.com.br/imovel/sp/osasco/presidente-altino/rua-maria-carmem-panica-259-267/33330-203887,1º leilão,1149305.88,30/06/2025 às 10:10,Este imóvel encontra-se ocupado no momento.,"9.065 do 02º CRI -  Osasco/SP
                                      -  Nº Contribuinte: 23224247400759999901",,Judicial de São Paulo - TJSP,N/A,,,N/A,"Conforme laudo de avaliação fls. 113 a 174 autos, o imóvel é dividido em 4 residências, entretanto a residência 01 e 02, localizadas na parte frontal, se encontra em estado de ruínas, de modo que, não possui valor comercial, ao passo que, as residências 03 e 04 dos fundos, para sua habitabilidade salubre necessitam de reforma geral de ordem importante. Portanto, para efeitos de avaliação será considerado somente as residências 03 e 04, que perfaz a área total estimada de 84,00m².1) Eventuais Débitos de IPTU/ITR que recaiam sobre o Imóvel serão atualizados e quitados com o produto da venda, mediante solicitação expressa do Arrematante ao MM Juízo da Causa. Conforme consulta ao Site da Prefeitura em 30/04/2025 sobre o Imóvel recaem R$ 77.500,66 de IPTU/DÍVIDA ATIVA.2) Eventual necessidade de regularização da construção junto a Prefeitura e/ou Cartório de Registros de Imóveis Local, será de responsabilidade do arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Imóvel Ocupado. Desocupação por conta do Arrematante.","Conforme laudo de avaliação fls. 113 a 174 autos, o imóvel é dividido em 4 residências, entretanto a residência 01 e 02, localizadas na parte frontal, se encontra em estado de ruínas, de modo que, não possui valor comercial, ao passo que, as residências 03 e 04 dos fundos, para sua habitabilidade salubre necessitam de reforma geral de ordem importante. Portanto, para efeitos de avaliação será considerado somente as residências 03 e 04, que perfaz a área total estimada de 84,00m².1) Eventuais Débitos de IPTU/ITR que recaiam sobre o Imóvel serão atualizados e quitados com o produto da venda, mediante solicitação expressa do Arrematante ao MM Juízo da Causa. Conforme consulta ao Site da Prefeitura em 30/04/2025 sobre o Imóvel recaem R$ 77.500,66 de IPTU/DÍVIDA ATIVA.2) Eventual necessidade de regularização da construção junto a Prefeitura e/ou Cartório de Registros de Imóveis Local, será de responsabilidade do arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Imóvel Ocupado. Desocupação por conta do Arrematante.",,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,"84,00m²",,"500,00m²",,,,Imóvel ocupado,0,
N/A,"Osasco / SP - Presidente Altino Rua Maria Carmem Panica,  259/267",https://www.portalzuk.com.br/imovel/sp/osasco/presidente-altino/rua-maria-carmem-panica-259-267/33330-203887,2º leilão,806605.8530,21/07/2025 às 10:10,Este imóvel encontra-se ocupado no momento.,"9.065 do 02º CRI -  Osasco/SP
                                      -  Nº Contribuinte: 23224247400759999901",,Judicial de São Paulo - TJSP,N/A,,,N/A,"Conforme laudo de avaliação fls. 113 a 174 autos, o imóvel é dividido em 4 residências, entretanto a residência 01 e 02, localizadas na parte frontal, se encontra em estado de ruínas, de modo que, não possui valor comercial, ao passo que, as residências 03 e 04 dos fundos, para sua habitabilidade salubre necessitam de reforma geral de ordem importante. Portanto, para efeitos de avaliação será considerado somente as residências 03 e 04, que perfaz a área total estimada de 84,00m².1) Eventuais Débitos de IPTU/ITR que recaiam sobre o Imóvel serão atualizados e quitados com o produto da venda, mediante solicitação expressa do Arrematante ao MM Juízo da Causa. Conforme consulta ao Site da Prefeitura em 30/04/2025 sobre o Imóvel recaem R$ 77.500,66 de IPTU/DÍVIDA ATIVA.2) Eventual necessidade de regularização da construção junto a Prefeitura e/ou Cartório de Registros de Imóveis Local, será de responsabilidade do arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Imóvel Ocupado. Desocupação por conta do Arrematante.","Conforme laudo de avaliação fls. 113 a 174 autos, o imóvel é dividido em 4 residências, entretanto a residência 01 e 02, localizadas na parte frontal, se encontra em estado de ruínas, de modo que, não possui valor comercial, ao passo que, as residências 03 e 04 dos fundos, para sua habitabilidade salubre necessitam de reforma geral de ordem importante. Portanto, para efeitos de avaliação será considerado somente as residências 03 e 04, que perfaz a área total estimada de 84,00m².1) Eventuais Débitos de IPTU/ITR que recaiam sobre o Imóvel serão atualizados e quitados com o produto da venda, mediante solicitação expressa do Arrematante ao MM Juízo da Causa. Conforme consulta ao Site da Prefeitura em 30/04/2025 sobre o Imóvel recaem R$ 77.500,66 de IPTU/DÍVIDA ATIVA.2) Eventual necessidade de regularização da construção junto a Prefeitura e/ou Cartório de Registros de Imóveis Local, será de responsabilidade do arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Imóvel Ocupado. Desocupação por conta do Arrematante.",,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,"84,00m²",,"500,00m²",,,,Imóvel ocupado,0,
N/A,"Campo Grande / MS - Monte Castelo Rua Corumbá,  255",https://www.portalzuk.com.br/imovel/ms/campo-grande/monte-castelo/rua-corumba-255/33472-205166,1º leilão,424198.82,14/07/2025 às 10:30,Este imóvel encontra-se ocupado no momento.,76.983 do 3º CRI -  Campo Grande/MS,,Banco Bari,N/A,,,N/A,"(I) Consta Indisponibilidade de bens dos devedores conforme Averbação 05, que será levantada pelo vendedor sem prazo determinado. (II) Ocupado. Desocupação por conta do adquirente, nos termos do art. 30 e parágrafo único, da lei 9.514/97.","(I) Consta Indisponibilidade de bens dos devedores conforme Averbação 05, que será levantada pelo vendedor sem prazo determinado. (II) Ocupado. Desocupação por conta do adquirente, nos termos do art. 30 e parágrafo único, da lei 9.514/97.",,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/banco-bari,"80,55m²",,"546,86m²",,,,Imóvel ocupado,0,
N/A,"Campo Grande / MS - Monte Castelo Rua Corumbá,  255",https://www.portalzuk.com.br/imovel/ms/campo-grande/monte-castelo/rua-corumba-255/33472-205166,2º leilão,250133.3241,21/07/2025 às 10:30,Este imóvel encontra-se ocupado no momento.,76.983 do 3º CRI -  Campo Grande/MS,,Banco Bari,N/A,,,N/A,"(I) Consta Indisponibilidade de bens dos devedores conforme Averbação 05, que será levantada pelo vendedor sem prazo determinado. (II) Ocupado. Desocupação por conta do adquirente, nos termos do art. 30 e parágrafo único, da lei 9.514/97.","(I) Consta Indisponibilidade de bens dos devedores conforme Averbação 05, que será levantada pelo vendedor sem prazo determinado. (II) Ocupado. Desocupação por conta do adquirente, nos termos do art. 30 e parágrafo único, da lei 9.514/97.",,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/banco-bari,"80,55m²",,"546,86m²",,,,Imóvel ocupado,0,
N/A,"Orlândia / SP - Centro Rua Um,  886",https://www.portalzuk.com.br/imovel/sp/orlandia/centro/rua-um-886/33433-204812,Lance inicial,447535.0045,21/07/2025 às 10:30,Este imóvel encontra-se desocupado no momento.,27.940 do 1º CRI -  Ortolândia/SP,,Banco Sicoob,N/A,,,N/A,"Eventual regularização e encargos perante os órgãos competentes da divergência da área construída registrada na matrícula, da cadastrada na prefeitura e verificada in loco, correrão por conta do comprador. Imóvel desocupado.","Eventual regularização e encargos perante os órgãos competentes da divergência da área construída registrada na matrícula, da cadastrada na prefeitura e verificada in loco, correrão por conta do comprador. Imóvel desocupado.",,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/banco-sicoob,"254,32m²",,"352,50m²",,,,Imóvel desocupado,0,
N/A,"Morro Agudo / SP - Centro Rua São Paulo,  S/n",https://www.portalzuk.com.br/imovel/sp/morro-agudo/centro/rua-sao-paulo-s-n/33433-204813,Lance inicial,133226.3672,21/07/2025 às 10:32,Este imóvel encontra-se desocupado no momento.,7.433 do 1º CRI -  Morro Agudo/SP,,Banco Sicoob,N/A,,,N/A,Imóvel desocupado.,Imóvel desocupado.,,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/banco-sicoob,,,"1.309,32m²",,,,Imóvel desocupado,0,
N/A,"Morro Agudo / SP - Centro Rua São Paulo,  S/n",https://www.portalzuk.com.br/imovel/sp/morro-agudo/centro/rua-sao-paulo-s-n/33433-204814,Lance inicial,95986.6072,21/07/2025 às 10:34,Este imóvel encontra-se desocupado no momento.,7.431 do 1º CRI -  Morro Agudo/SP,,Banco Sicoob,N/A,,,N/A,Imóvel desocupado.,Imóvel desocupado.,,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/banco-sicoob,,,"894,98m²",,,,Imóvel desocupado,0,
N/A,"Sales Oliveira / SP - Jardim Alto Limpo Rua José Bonifácio,  1042",https://www.portalzuk.com.br/imovel/sp/sales-oliveira/jardim-alto-limpo/rua-jose-bonifacio-1042/33433-204815,Lance inicial,359163.195,21/07/2025 às 10:36,Este imóvel encontra-se desocupado no momento.,8.318 do 1º CRI -  Nuporanga/SP,,Banco Sicoob,N/A,,,N/A,"Eventual regularização e encargos perante os órgãos competentes da divergência da área construída registrada na matrícula, da cadastrada na prefeitura e verificada in loco, correrão por conta do comprador. Imóvel desocupado.","Eventual regularização e encargos perante os órgãos competentes da divergência da área construída registrada na matrícula, da cadastrada na prefeitura e verificada in loco, correrão por conta do comprador. Imóvel desocupado.",,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/banco-sicoob,"210,00m²",,"480,00m²",,,,Imóvel desocupado,0,
