url,avaliacao,lance_minimo,endereco,metragem_util,metragem_total,descricao,matricula,observacoes,total_imagens,processo_link,imagens,imagens_full,descricao_imovel,edital_do_leilao,onus,imagem_1,imagem_2,imagem_3
https://www.portalbayit.com.br/lote/terreno-itatiba-sp/145/,233500.00,"('125469.25',)",,,,,nº 052432,,3,,,,"Um terreno designado Lote 07 da Quadra B do Loteamento Villagio Pio Verde, localizado na avenida João Furtado Gouveia Sobrinho, Alto da Santa Cruz, nesta cidade e comarca de itatiba, em Macrozona de Expansão Urbana, na Zona Predominantemente Residencial, com a seguinte descrição perimétrica: 18,00 metros de frente para a Rua 03, 25,00 metros do lado esquerdo, confrontando com o lote 09, 25,00 metros do lado direito, confrontando com o lote 08,18,00 metros nos fundos, (..) encerrando área de 450,00m2.
Matrícula nº 052432
do Cartório de Registro de Imóveis de Itatiba/SP.",https://www.portalbayit.com.br/download/6954a138-d6c0-41ad-9a81-466a26286f8d.pdf,,https://www.portalbayit.com.br/imagens/1300x1300/ade322cd-7bae-48f0-aedb-5acb821ecb2d.jpg,https://www.portalbayit.com.br/imagens-center/770x620/ade322cd-7bae-48f0-aedb-5acb821ecb2d.jpg,https://www.portalbayit.com.br/imagens-complete/605x487/ade322cd-7bae-48f0-aedb-5acb821ecb2d.jpg
https://www.portalbayit.com.br/lote/apartamento-fortaleza-ce/167/,175954.25,"('136258.97',)","Rua Capitão Clóvis Maia,  60 - Alto da Balança - Fortaleza - CE",,"100,59m²",,,,3,,,,"Apartamento – Fortaleza/CE
Localizado na Rua Capitão Clóvis Maia, nº 60 – Apartamento n° 01, Térreo do Bloco A – Edifício Eucimar Rabelo Residencial – Bairro Alto da Balança – Fortaleza/CE.
Destaques do Imóvel:
3 Dormitórios
Banheiro
Sala
Cozinha
Área de serviço
Área privativa: 95,40m²
Área total: 100,59m²
Excelente oportunidade para quem busca morar com tranquilidade em região urbana consolidada da capital cearense.",https://www.portalbayit.com.br/download/ea5c2ce5-ae17-496b-a35d-59d3c4897222.pdf,,https://www.portalbayit.com.br/imagens/1300x1300/15c29416-2477-4a4c-b647-fb2708c8ee6b.jpeg,https://www.portalbayit.com.br/imagens-center/770x620/15c29416-2477-4a4c-b647-fb2708c8ee6b.jpeg,https://www.portalbayit.com.br/imagens-complete/605x487/15c29416-2477-4a4c-b647-fb2708c8ee6b.jpeg
https://www.portalbayit.com.br/lote/apartamento-vila-madalena-sp/136/,1116497.59,"('558248.79',)","Rua Harmonia,  722 - Sumarezinho - São Paulo - SP",,"134,98m²",,"51.446 deste Cartório, na qual sob nº 5 foi registrada a especificação de condomínio do referido edifício”.",,3,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=0B001894C0000&processo.foro=11&processo.numero=1000507-08.2023.8.26.0011,,,"O APARTAMENTO nº 162 localizado no 16º andar do “EDÍFICIO CASA DE NAVARRA”, à Rua HARMONIA, nº 722, no 39º subdistrito, Vila Madalena, com a área útil própria de 100,20m2, área comum de 34,782 m2 e área total de 134,982 m2, correspondendo-lhe a fração ideal de 1,2309% no terreno descrito na matrícula 51.446 deste Cartório, na qual sob nº 5 foi registrada a especificação de condomínio do referido edifício”.
MATRÍCULA:
57.993, do 10º Cartório de Registro de Imóveis de São Paulo Capital;
b)
“UMA VAGA indeterminada na garagem localizada nos 1º e 2º subsolos e parte do andar térreo do “EDIFÍCIO CASA DE NAVARRA, à Rua HARMONIA nº 722, no 39º subdistrito, Vila Madalena, com a área útil própria de 10m2, área comum de 20,972 m2 e área total de 30,972 m2, cabendo-lhe a fração ideal de 0,1632% no terreno descrito na matrícula 51.446 deste Cartório, na qual sob o nº 5 foi registrada a especificação de condomínio do referido edifício”.
MATRÍCULA:
57.994, do 10º Cartório de Registro de Imóveis de São Paulo Capital;
c)
“UMA VAGA indeterminada na garagem localizada nos 1º e 2º subsolos e parte do andar térreo do “EDIFÍCIO CASA DE NAVARRA, à Rua HARMONIA nº 722, no 39º subdistrito, Vila Madalena, com a área útil própria de 10m2, área comum de 20,972 m2 e área total de 30,972 m2, cabendo-lhe a fração ideal de 0,1632% no terreno descrito na matrícula 51.446 deste Cartório, na qual sob o nº 5 foi registrada a especificação de condomínio do referido edifício”.
MATRÍCULA:
57.995, do 10º Cartório de Registro de Imóveis de São Paulo Capital;
CONTRIBUINTE:
081.136.0344-1",https://www.portalbayit.com.br/download/0ad32c66-d45d-47bf-aa9e-bff0d3ead3ee.pdf,,https://www.portalbayit.com.br/imagens/1300x1300/7bb3723b-6261-4b6d-9e83-2abf05e4f662.jpeg,https://www.portalbayit.com.br/imagens-center/770x620/7bb3723b-6261-4b6d-9e83-2abf05e4f662.jpeg,https://www.portalbayit.com.br/imagens-complete/605x487/7bb3723b-6261-4b6d-9e83-2abf05e4f662.jpeg
https://www.portalbayit.com.br/lote/apartamento-fortaleza-ce/172/,175954.25,"('136258.97',)","Rua Capitão Clóvis Maia,  60 - Alto da Balança - Fortaleza - CE",,"100,59m²",,,,3,,,,"Apartamento em Fortaleza/CE
Localizado na Rua Capitão Clóvis Maia, nº 60 – Apartamento n° 104, 1° pavimento do Bloco A – Edifício Eucimar Rabelo Residencial – Bairro Alto da Balança – Fortaleza/CE.
Destaques do Imóvel:
3 Dormitórios
Banheiro
Sala
Cozinha
Área de serviço
Área privativa: 95,40m²
Área total: 100,59m²
Excelente oportunidade para quem busca morar com tranquilidade em região urbana consolidada da capital cearense.",https://www.portalbayit.com.br/download/a71f9fe7-3d12-4234-b12e-76fe3e30196c.pdf,,https://www.portalbayit.com.br/imagens/1300x1300/3bd68dbe-c5ad-4d8d-8615-1b2b3f913384.jpeg,https://www.portalbayit.com.br/imagens-center/770x620/3bd68dbe-c5ad-4d8d-8615-1b2b3f913384.jpeg,https://www.portalbayit.com.br/imagens-complete/605x487/3bd68dbe-c5ad-4d8d-8615-1b2b3f913384.jpeg
https://www.portalbayit.com.br/lote/casa-em-paulista-pe/10/,217397.00,"('65219.10',)","Rua Paulista,  198 - Janga - Paulista - PE",,,"Uma Casa residencial sob o nº2 (dois), com dois pavimentos, edificada no lote de terreno próprio sob nº 8, da quadra B-13, componente do loteamento Felismina Pereira, situado na Praia do Janga, desta Comarca, tendo a referida casa os seguintes cômodos: no pavimento térreo - terraço, sala única, despensa, cozinha, dependência completa de empregada e área de serviço, e no pavimento superior - 3 quartos sociais, sendo 1 suíte, W.C, social, circulação, com uma área construída de 102,90m2, e uma fração ideal do terreno de 0,333%, limitando-se: pela frente, com o lote nº7; pelo lado direito, com a casa nº1; pelo lado esquerdo, com a casa nº3; e pelo fundo, com parte do lote nº9, da mesma quadra e loteamento.",nº 23.470 Cartório de Registro de Imóveis Paulista/PE,,3,,,,"LOTE 05) IMOVEL: Uma Casa residencial sob o nº2 (dois), com dois pavimentos, edificada no lote de terreno próprio sob nº 8, da quadra B-13, componente do loteamento Felismina Pereira, situado na Praia do Janga, desta Comarca, tendo a referida casa os seguintes cômodos: no pavimento térreo - terraço, sala única, despensa, cozinha, dependência completa de empregada e área de serviço, e no pavimento superior - 3 quartos sociais, sendo 1 suíte, W.C, social, circulação, com uma área construída de 102,90m2, e uma fração ideal do terreno de 0,333%, limitando-se: pela frente, com o lote nº7; pelo lado direito, com a casa nº1; pelo lado esquerdo, com a casa nº3; e pelo fundo, com parte do lote nº9, da mesma quadra e loteamento.
Matrícula nº 23.470 Cartório de Registro de Imóveis Paulista/PE
Avaliação : R$217.397,00 (duzentos e dezessete mil,trezentos e noventa e sete reais)
Ônus: OCUPADO. Consta em andamento ação de imissão de posse em trâmite na 2ª vara cível de Paulista/PE sob o nº 0001322-83.2022.8.17.3090.",https://www.portalbayit.com.br/download/2ba6bd4a-b923-4b3b-b55c-e152c6ec6a0e.pdf,OCUPADO. Consta em andamento ação de imissão de posse em trâmite na 2ª vara cível de Paulista/PE sob o nº 0001322-83.2022.8.17.3090.,https://www.portalbayit.com.br/imagens/1300x1300/dd98c859-2e92-428f-aa1e-7f305d1c0a95.png,https://www.portalbayit.com.br/imagens-center/770x620/dd98c859-2e92-428f-aa1e-7f305d1c0a95.png,https://www.portalbayit.com.br/imagens-complete/605x487/dd98c859-2e92-428f-aa1e-7f305d1c0a95.png
https://www.portalbayit.com.br/lote/apartamento-fortaleza-ce/174/,175954.25,"('136258.97',)","Rua Capitão Clóvis Maia,  60 - Alto da Balança - Fortaleza - CE",,,,,,3,,,,"Apartamento em Fortaleza/CE
Localizado na Rua Capitão Clóvis Maia, nº 60 – Apartamento n° 202, 2° pavimento do Bloco A – Edifício Eucimar Rabelo Residencial – Bairro Alto da Balança – Fortaleza/CE.
Destaques do Imóvel:
3 Dormitórios
Banheiro
Sala
Cozinha
Área de serviço
Área privativa: 95,40m²
Área total: 100,59m²
Excelente oportunidade para quem busca morar com tranquilidade em região urbana consolidada da capital cearense.",https://www.portalbayit.com.br/download/9e00173f-258c-4ebd-98e7-51c7fe8f9a5d.pdf,,https://www.portalbayit.com.br/imagens/1300x1300/4ee36750-f954-48ca-b776-d29de9135b67.jpeg,https://www.portalbayit.com.br/imagens-center/770x620/4ee36750-f954-48ca-b776-d29de9135b67.jpeg,https://www.portalbayit.com.br/imagens-complete/605x487/4ee36750-f954-48ca-b776-d29de9135b67.jpeg
https://www.portalbayit.com.br/lote/terreno-itatiba-sp/148/,233500.00,"('139605.45',)",,,,,nº 052488,,3,,,,"Um terreno designado Lote 1 da Quadra 1 do Loteamento Villagio Pio Verde, localizado na avenida João Furtado Gouveia Sobrinho, Alto da Santa Cruz, nesta cidade e comarca de itatiba, em Macrozona de Expansão Urbana, na Zona Predominantemente Residencial, com a seguinte descrição perimétrica: 19,00 metros de frente para a Rua 03,31,27 metros do lado direito, sendo em dois segmentos de 20,40 metros em reta e 10,87 metros em curva, confrontando com a via de Pedestre, 28,00 metros do lado esquerdo confrontando com o lote 02, 11,24 metros nos fundos, confrontando com a via de pedestre, encerrando a área de 500,63m2.
Matrícula nº 052488
do Cartório de Registro de Imóveis de Itatiba/SP",https://www.portalbayit.com.br/download/21d7ec97-9d85-4aad-a89d-517e33d52ee8.pdf,,https://www.portalbayit.com.br/imagens/1300x1300/f72986af-d64c-4956-b3ee-b3170ec981a1.jpg,https://www.portalbayit.com.br/imagens-center/770x620/f72986af-d64c-4956-b3ee-b3170ec981a1.jpg,https://www.portalbayit.com.br/imagens-complete/605x487/f72986af-d64c-4956-b3ee-b3170ec981a1.jpg
https://www.portalbayit.com.br/lote/terreno-itatiba-sp/149/,233500.00,"('139605.45',)",,,,,nº 052490,,3,,,,"Um terreno designado Lote 3 da Quadra 1 do Loteamento Villagio Pio Verde, localizado na avenida João Furtado Gouveia Sobrinho, Alto da Santa Cruz, nesta cidade e comarca de itatiba, em Macrozona de Expansão Urbana, na Zona Predominantemente Residencial, com a seguinte descrição perimétrica: 22,39 metros de frente para a rua 03,28,00 metros do lado direito, confrontando com o lote 02,18,37 metros do lado esquerdo, confrontando com o lote 02,18,37 ,metros do lado esquerdo confrontando com o lote 04,24,75 metros nos fundos, sendo em três segmentos de 17,32 metros em reta 6,92 metros em reta e 0,51 metros em reta, confrontando com a via de Pedestre, encerrando a área de 501.45m2
Matrícula nº 052490
do Cartório de Registro de Imóveis de Itatiba/SP.",https://www.portalbayit.com.br/download/1307ce67-ce79-4648-bf4d-5f7f95c08963.pdf,,https://www.portalbayit.com.br/imagens/1300x1300/e5fedf5d-98af-48c8-a5c9-7f4d68c22a98.jpg,https://www.portalbayit.com.br/imagens-center/770x620/e5fedf5d-98af-48c8-a5c9-7f4d68c22a98.jpg,https://www.portalbayit.com.br/imagens-complete/605x487/e5fedf5d-98af-48c8-a5c9-7f4d68c22a98.jpg
https://www.portalbayit.com.br/lote/apartamento-fortaleza-ce/176/,175954.25,"('136258.97',)","Rua Capitão Clóvis Maia,  60 - Alto da Balança - Fortaleza - CE",,"100,59m²",,,,3,,,,"Apartamento em Fortaleza/CE
Localizado na Rua Capitão Clóvis Maia, nº 60 – Apartamento n° 204, 2° pavimento do Bloco A – Edifício Eucimar Rabelo Residencial – Bairro Alto da Balança – Fortaleza/CE.
Destaques do Imóvel:
3 Dormitórios
Banheiro
Sala
Cozinha
Área de serviço
Área privativa: 95,40m²
Área total: 100,59m²
Excelente oportunidade para quem busca morar com tranquilidade em região urbana consolidada da capital cearense.",https://www.portalbayit.com.br/download/c5cfeb02-7830-4d87-88e7-22a32643ce7b.pdf,,https://www.portalbayit.com.br/imagens/1300x1300/2ba5f61b-1b38-4edb-92fa-551c444457e3.jpeg,https://www.portalbayit.com.br/imagens-center/770x620/2ba5f61b-1b38-4edb-92fa-551c444457e3.jpeg,https://www.portalbayit.com.br/imagens-complete/605x487/2ba5f61b-1b38-4edb-92fa-551c444457e3.jpeg
https://www.portalbayit.com.br/lote/apartamento-fortaleza-ce/213/,120437.26,"('93266.62',)","Rua Aspirante Mendes,  60 - Aerolândia - Fortaleza - CE",,"67,72m²",,,,3,,,,"Apartamento – Fortaleza/CE
Imóvel localizado na Rua Capitão Clóvis Maia, nº 60, Apartamento n° 301, Bloco B – Edifício Eucimar Rabelo Residencial – Bairro Alto da Balança – Fortaleza/CE.
Destaques do Imóvel:
2 Dormitórios
Banheiro
Sala
Cozinha
Área de serviço
Área privativa: 65,37m²
Área total: 67,72m²
Ideal para quem busca praticidade e fácil acesso a uma das regiões mais tradicionais da capital cearense.",https://www.portalbayit.com.br/download/b3974625-fcbe-4642-bba0-d2e422124f26.pdf,,https://www.portalbayit.com.br/imagens/1300x1300/71abd5b0-e2a5-4753-9cd6-e05e5ccda084.jpeg,https://www.portalbayit.com.br/imagens-center/770x620/71abd5b0-e2a5-4753-9cd6-e05e5ccda084.jpeg,https://www.portalbayit.com.br/imagens-complete/605x487/71abd5b0-e2a5-4753-9cd6-e05e5ccda084.jpeg
https://www.portalbayit.com.br/lote/terreno-itatiba-sp/147/,233500.00,"('140525.56',)",,,,,nº 052481,,3,,,,"Um terreno designado Lote 13 da Quadra G do Loteamento Villagio Pio Verde, localizado na avenida João Furtado Gouveia Sobrinho, Alto da Santa Cruz, nesta cidade e comarca de itatiba, em Macrozona de Expansão Urbana, na Zona Predominantemente Residencial, com a seguinte descrição perimétrica: 25,35 metros de frente para a Rua 03,28,00 metros do lado direito, confrontando com o lote 12,40,03 metros do lado esquerdo, sendo em dois segmentos de 12,10 metros em reta e 27,93 metros em curva, confrontando com a Vila de Pedestre, 2,92 metros nos fundos, confrontando com o lote 01, encerrando a área de 503.18m2.
Matrícula nº 052481
do Cartório de Registro de Imóveis de Itatiba/SP.",https://www.portalbayit.com.br/download/73f38552-59db-493a-9575-3df2d9da7805.pdf,,https://www.portalbayit.com.br/imagens/1300x1300/bedc54fc-f4a9-4280-8c8f-088d4b4a73c7.jpg,https://www.portalbayit.com.br/imagens-center/770x620/bedc54fc-f4a9-4280-8c8f-088d4b4a73c7.jpg,https://www.portalbayit.com.br/imagens-complete/605x487/bedc54fc-f4a9-4280-8c8f-088d4b4a73c7.jpg
https://www.portalbayit.com.br/lote/apartamento-fortaleza-ce/209/,120389.75,"('93229.82',)","Rua Capitão Clóvis Maia,  60 - Alto da Balança - Fortaleza - CE",,"67,72m²",,,,3,,,,"Apartamento – Fortaleza/CE
Imóvel localizado na Rua Capitão Clóvis Maia, nº 60, Apartamento n° 101, Bloco B, 1° Pavimento - Edifício Eucimar Rabelo Residencial – Bairro Alto da Balança – Fortaleza/CE.
Destaques do Imóvel:
2 Dormitórios
Banheiro
Sala
Cozinha
Área de serviço
Área privativa: 65,37m²
Área total: 67,72m²
Ideal para quem busca praticidade e fácil acesso a uma das regiões mais tradicionais da capital cearense.",https://www.portalbayit.com.br/download/1d66f49b-518c-4996-8518-f9c5a1170040.pdf,,https://www.portalbayit.com.br/imagens/1300x1300/297ffee2-4f03-484b-bca6-017dbd879ad8.jpeg,https://www.portalbayit.com.br/imagens-center/770x620/297ffee2-4f03-484b-bca6-017dbd879ad8.jpeg,https://www.portalbayit.com.br/imagens-complete/605x487/297ffee2-4f03-484b-bca6-017dbd879ad8.jpeg
https://www.portalbayit.com.br/lote/apartamento-no-rio-de-janeiro-rj/15/,285000.00,"('85500.00',)","Rua Magno Martins,  240 - Freguesia (Ilha do Governador) - Rio de Janeiro - RJ",,,"Apartamento nº 102 do prédio em construção, situado na Rua Magno Martins nº 240, com a fração de 0,10474 do terreno e com direito a duas vagas de carro, na freguesia de N.S.D´Ajuda, medindo o terreno: 25,60m de frente para a Rua Magno Martins, em curva interna subordinada a um raio de 150,00m: à direita mede 40,00: a esquerda mede 42,00m e nos fundos mede 6,80m mais 180mm, configurando com a medida anterior um ângulo obtuso externo: confrontando a direita com o lote 01 do PA nº 41.223, a esquerda com terreno do Major Salvaterra e nos fundos com terrenos da União ou sucessores.",nº 78.481 11º Cartório de Registro de Imóveis de Petrópolis/RJ.,,3,,,,"LOTE 10) IMOVEL: Apartamento nº 102 do prédio em construção, situado na Rua Magno Martins nº 240, com a fração de 0,10474 do terreno e com direito a duas vagas de carro, na freguesia de N.S.D´Ajuda, medindo o terreno: 25,60m de frente para a Rua Magno Martins, em curva interna subordinada a um raio de 150,00m: à direita mede 40,00: a esquerda mede 42,00m e nos fundos mede 6,80m mais 180mm, configurando com a medida anterior um ângulo obtuso externo: confrontando a direita com o lote 01 do PA nº 41.223, a esquerda com terreno do Major Salvaterra e nos fundos com terrenos da União ou sucessores.
Matrícula nº 78.481 11º Cartório de Registro de Imóveis de Petrópolis/RJ.
Avaliação : R$ 285.000,00 (duzentos e oitenta e cinco mil)
Ônus: OCUPADO. Consta em andamento ação de imissão de posse em trâmite na 3ª vara cível de Ilha do Governador/RJ sob o nº 0801060-62.2022.8.19.0207",https://www.portalbayit.com.br/download/bf5b20e4-a16a-41e3-9897-005b502daffe.pdf,OCUPADO. Consta em andamento ação de imissão de posse em trâmite na 3ª vara cível de Ilha do Governador/RJ sob o nº 0801060-62.2022.8.19.0207,https://www.portalbayit.com.br/imagens/1300x1300/f8e37481-0e7f-4907-99bf-7a32c3ff99a1.png,https://www.portalbayit.com.br/imagens-center/770x620/f8e37481-0e7f-4907-99bf-7a32c3ff99a1.png,https://www.portalbayit.com.br/imagens-complete/605x487/f8e37481-0e7f-4907-99bf-7a32c3ff99a1.png
